-0.09716797,-0.20507812,-0.42285156,-0.39794922,-0.25732422,0.012695313,0.38378906,5.6831055,1.2045898,-0.33398438,-2.364746,-3.3291016,-2.8110352,-2.2441406,-0.73046875,-0.13330078,0.46289062,0.6640625,0.265625,-0.1459961,-0.12988281,-0.32910156,-0.10205078,0.17626953,0.14208984,0.025390625,0.09082031,0.19628906,0.40185547,0.80810547,0.7661133,0.7890625,0.62353516,0.2998047,0.09277344,0.06689453,0,0
-0.032714844,-0.24414062,-0.42919922,-0.42382812,-0.5800781,-0.3178711,6.0581055,2.1767578,-0.8769531,-3.3188477,-3.9003906,-2.855957,-2.1933594,-0.73095703,0.16210938,0.75439453,0.8310547,0.54785156,-0.45751953,-0.484375,-0.6870117,-0.6972656,-0.4453125,-0.34179688,-0.17041016,0.029296875,0.19628906,0.078125,0.4033203,0.5810547,0.9506836,1.0595703,0.9003906,0.7753906,0.64404297,0.31933594,-0.119140625,0
-0.3696289,-0.001953125,-0.55078125,-0.73828125,-0.7036133,-0.890625,0.65478516,5.3984375,1.1201172,-1.3393555,-3.421875,-3.484375,-2.1142578,-0.60009766,0.24511719,0.5859375,0.6982422,0.3544922,-0.3466797,-0.67333984,-0.65234375,-0.76904297,-0.61035156,-0.28222656,-0.27148438,-0.14648438,-0.067871094,-0.025390625,0.12646484,0.75341797,1.1826172,1.1669922,1.065918,0.6323242,0.046875,-0.5078125,-0.15673828,0
-0.14648438,-0.18457031,-0.13232422,-0.23046875,-0.45361328,0.016601562,6.188965,1.7709961,-1.0239258,-3.1010742,-2.802246,-2.2973633,-2.2856445,-0.8852539,0.016601562,0.47802734,0.6582031,0.019042969,-0.4013672,-0.3305664,-0.45751953,-0.14013672,0.091308594,-0.12402344,-0.017089844,0.048828125,0.29492188,1.0009766,1.3491211,1.2021484,0.95654297,0.640625,-0.106933594,-0.68408203,-0.44384766,0,0,0
-0.36279297,-0.045898438,-0.27441406,-0.28808594,-0.0078125,-0.44628906,-0.036621094,5.567871,0.7036133,-1.9682617,-3.2451172,-2.5649414,-1.9443359,-1.6201172,-0.69384766,0.052734375,0.55615234,0.60498047,0.12695312,-0.1508789,-0.25585938,-0.38623047,0.000976563,0.14794922,-0.010742188,-0.006835938,-0.19628906,-0.076660156,0.4423828,0.7265625,0.76123047,0.4975586,0.46191406,0.19384766,-0.099609375,0,0,0
-0.4248047,-0.11425781,-0.2421875,0.011230469,0.045410156,0.47998047,6.720703,3.2416992,-0.76708984,-2.239746,-4.293457,-3.168457,-2.4311523,-0.98828125,0.1665039,0.9423828,0.7988281,0.32666016,-0.2529297,-0.3515625,-0.3515625,-0.2446289,-0.027832031,-0.11328125,-0.013671875,0.22216797,0.34472656,0.40966797,0.54345703,0.7949219,0.7998047,0.8310547,0.54003906,0.12646484,-0.23095703,0,0,0
0.11279297,-0.1274414,-0.38085938,0.000488281,0.31982422,0.05810547,2.980957,4.563965,0.44970703,-1.4033203,-3.637207,-3.1245117,-2.7670898,-2.237793,-0.6567383,0.37304688,0.6489258,0.5053711,-0.04345703,-0.2133789,-0.546875,-0.6689453,-0.33691406,0.03564453,-0.014648438,0.040527344,0.04345703,-0.017089844,0.35498047,0.96484375,1.1611328,1.0112305,0.84277344,0.6010742,0.19091797,-0.30517578,0,0
-0.067871094,-0.115234375,-0.020996094,-0.13134766,-0.85791016,0.84228516,5.090332,0.4736328,-2.7978516,-3.631836,-2.1176758,-2.0942383,-1.0654297,-0.50878906,0.17578125,0.6586914,0.18701172,-0.1772461,-0.42285156,-0.25683594,-0.3955078,-0.22021484,0.049804688,0.20263672,0.28857422,0.2631836,0.35498047,0.44921875,0.9345703,1.0102539,0.83154297,0.73828125,0.54345703,0,0,0,0,0
-1.2612305,-0.84228516,-1.0761719,-0.7631836,-0.7026367,-0.110839844,-0.22216797,0.22216797,5.272461,0.84375,-2.0986328,-2.0629883,-0.9873047,-1.5541992,-0.8154297,0.4790039,1.1206055,0.6352539,0.6064453,0.39990234,-0.22314453,-0.2861328,-0.6640625,-0.77441406,-0.7817383,-0.81591797,-0.7363281,-0.45996094,-0.33496094,-0.16064453,0.3178711,0.6738281,0.8666992,0.92041016,0.9316406,0.8647461,0.71191406,0
-0.047851562,0.045898438,-0.60791016,-0.4482422,-0.8901367,-0.84521484,6.1347656,2.668457,-0.91845703,-2.6635742,-1.5864258,-2.034668,-1.9008789,-0.97802734,-0.13867188,0.50634766,0.67089844,0.3515625,0.053710938,0.033691406,-0.19970703,-0.33642578,-0.22509766,-0.09667969,-0.087402344,-0.08154297,-0.16113281,0.3491211,0.7817383,1.0581055,0.83740234,0.7324219,0.49804688,0.12451172,0,0,0,0
-0.8208008,-0.71777344,-0.8071289,-0.5234375,-0.3076172,-0.09814453,0.05908203,5.614746,2.2924805,-1.0029297,-2.559082,-1.6020508,-2.055664,-1.1108398,-0.041503906,0.79833984,0.8364258,0.31884766,0.34472656,-0.42138672,-0.36279297,-0.4086914,-0.5522461,-0.52685547,-0.5620117,-0.51171875,-0.21191406,-0.052246094,0.1899414,0.296875,0.30078125,0.5004883,0.59716797,0.17236328,0.7241211,1.1958008,0,0
-0.3671875,-0.39013672,-0.5102539,-0.13916016,-0.06591797,-0.28808594,3.2265625,4.210449,-0.080566406,-3.5913086,-2.5546875,-2.135254,-1.7524414,-0.8569336,-0.088378906,0.5673828,0.62158203,0.3334961,-0.24316406,-0.40283203,-0.58251953,-0.6904297,-0.31933594,-0.12548828,-0.09277344,0.115722656,0.038085938,0.28271484,0.6533203,1.1181641,0.9453125,0.9111328,0.63964844,0.40429688,0.26367188,0,0,0
-0.16455078,-0.076171875,-0.3466797,0.14355469,0.20605469,0.4873047,0.46728516,2.1069336,3.762207,0.5522461,-1.7519531,-2.5175781,-2.8007812,-2.1342773,-1.1010742,-0.10546875,0.38867188,0.60058594,0.62646484,-0.03857422,-0.3125,-0.35009766,-0.6118164,-0.49169922,-0.47802734,-0.2680664,-0.037109375,-0.006347656,0.12597656,0.3876953,0.82666016,1.0234375,0.99609375,0.79248047,0.52197266,0.2993164,0.2836914,0
-1.4453125,-0.8144531,-1,-0.5317383,-0.15576172,0.030273438,0.2626953,6.820801,3.5483398,-0.1459961,-2.602539,-3.2583008,-2.8759766,-2.1899414,-0.9980469,-0.0078125,0.43701172,0.5029297,0.37841797,-0.51708984,-0.29296875,-0.43408203,-0.6064453,-0.31933594,-0.20898438,0.013183594,0.11621094,-0.020019531,-0.004882813,0.26123047,0.62646484,0.5546875,0.4658203,0.33642578,0.20898438,0.22265625,0,0
-0.3491211,-0.122558594,-0.5,-0.17773438,-0.16503906,-0.35205078,0.3154297,4.8774414,0.8276367,-1.4765625,-3.2407227,-3.171875,-1.6733398,-0.9140625,-0.16259766,0.5004883,0.78808594,0.4013672,0.14208984,-0.41992188,-0.52490234,-0.7495117,-0.8417969,-0.41455078,-0.24560547,-0.23486328,-0.17822266,-0.15039062,0.46679688,0.9736328,1.222168,1.2421875,1.1552734,1.0424805,0.7216797,0.095703125,0,0
