-0.509673,-0.536334,-0.393808,-0.177272,-0.08369,-0.067698,-0.104415,-0.044123,0.064902,-0.003836,-0.026279,0.149519,0.436837,0.528696,0.480446,-0.02396,0.08514,-1.360575,0.385245,1.238271,1.47826,0.852711,-0.62154,-1.08453,-1.098746,-0.66444,-0.327793,-0.152128,0.000201,0.027405,0.046324,0.138006,0,0,0,0,0,0,0,0,0,0,0,0
0.227983,0.111463,0.130311,0.099246,0.100465,0.069423,0.077946,0.024341,-0.008601,0.033284,0.298913,0.457503,0.410241,0.20275,-0.060768,-0.270644,-0.264495,0.469553,-0.393439,-0.744923,-1.748229,-1.802216,-0.344937,0.642772,1.390268,1.181911,0.625675,0.120805,0.001763,-0.342108,-0.349289,-0.363797,0,0,0,0,0,0,0,0,0,0,0,0
-0.372703,-0.326723,-0.349648,-0.241194,-0.107165,-0.019007,-0.062895,-0.037108,-0.038618,-0.022995,0.028917,0.119816,0.078451,-0.049706,-0.049742,0.140756,0.300082,-0.310701,-0.095214,-2.019936,0.432431,0.741619,1.735253,1.191812,-0.223882,-0.319709,-0.675927,-0.058504,0.082279,0.13,0.011574,0.006414,-0.11294,0,0,0,0,0,0,0,0,0,0,0
-0.376683,-0.544932,-0.49258,-0.77211,-0.619596,-0.257789,-0.111576,0.242714,0.680531,0.924883,0.949029,0.807395,0.589202,0.518462,0.435463,0.301329,-1.004224,-0.15718,-0.568091,0.283601,-1.035029,-2.145423,-1.26243,-0.045686,0.402531,0.668912,-0.166435,0.044376,-0.034731,0.030454,0.034493,0.007958,-0.187912,0,0,0,0,0,0,0,0,0,0,0
-0.478052,-0.494243,-0.241388,-0.088952,-0.066091,-0.122762,-0.076584,0.027743,-0.226578,-0.490566,-0.375647,-0.094065,-0.001133,0.148219,0.474191,0.642825,1.419971,0.41649,-0.436269,1.122052,2.587223,2.898815,0.690173,-0.533346,-0.549179,-1.02249,-0.835901,-0.903492,-0.530901,-0.413929,-0.124535,0.019804,0,0,0,0,0,0,0,0,0,0,0,0
0.012882,-0.043318,-0.204223,-0.492377,-0.751027,-0.878304,-0.695015,-0.323697,0.034378,0.501087,0.820791,0.981474,0.929312,0.666863,0.287586,-0.130075,-0.335649,-0.347866,0.462115,0.100349,-0.94362,-2.678169,-1.995195,-0.504402,0.294675,1.02322,0.533658,0.521204,0.112235,-0.02683,-0.229377,-0.273827,0,0,0,0,0,0,0,0,0,0,0,0
-0.33708,-0.277986,-0.175498,-0.003777,0.304978,0.325305,0.358127,0.475388,0.519327,0.446273,0.288896,0.125002,-0.064275,-0.186657,0.004999,0.531607,1.039954,0.639031,-0.779193,0.380836,-0.84861,0.339645,2.676249,1.969739,-0.9152,-2.820461,-1.326664,-1.348231,0.115808,0.823335,0.780694,0.316434,-0.341999,-0.541374,0,0,0,0,0,0,0,0,0,0
-0.271621,-0.092366,-0.215276,-0.344301,-0.436029,-0.419093,-0.222814,0.067452,0.310032,0.539414,0.790023,0.847507,0.670678,0.380322,0.110005,-0.165538,-0.026721,0.439574,-0.704231,-0.85211,-2.446691,-2.604274,-1.246824,-0.314075,0.405406,0.182175,0.291434,0.25396,0.283797,0.244843,0.172053,0.13158,0,0,0,0,0,0,0,0,0,0,0,0
0.100936,0.007492,-0.058475,-0.091226,-0.129682,-0.120517,-0.223715,-0.186355,-0.253585,-0.405253,-0.358136,-0.182079,0.097159,0.497425,0.661729,0.701447,0.306837,0.309912,0.245995,1.257615,3.09273,4.000908,2.525833,-0.118627,-0.91576,-1.992376,-1.603293,-1.005585,-0.536724,-0.188125,-0.339171,-0.444761,-0.325169,-0.240476,0,0,0,0,0,0,0,0,0,0
-0.273712,-0.319219,-0.446137,-0.373681,0.037898,0.444273,0.547329,0.689305,0.936244,0.900955,0.625615,0.433408,0.132054,-0.31033,-0.937659,-0.806874,-0.168431,0.265832,-0.270112,-2.04482,-2.662051,-1.556231,-0.628644,-0.129614,-0.090859,0.181122,0.38573,0.173422,-0.151094,-0.488671,-0.667047,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.676789,-0.665298,-0.589311,-0.319968,-0.041296,0.133803,0.223599,0.294577,0.282909,0.219206,0.126761,-0.071327,-0.228134,-0.372177,-0.447596,-0.757794,-0.517375,-0.104227,1.439959,1.868783,1.156545,-0.241466,-0.910246,-0.892048,-0.177869,-0.187535,0.028981,0.260811,0.029444,-0.076551,-0.084134,0,0,0,0,0,0,0,0,0,0,0,0,0
